"","V1","V2","V3"
"1308","2004-07-25 - 2004-07-31","0","stubhub van halen"
"1309","2004-08-01 - 2004-08-07","0","stubhub van halen"
"1310","2004-08-08 - 2004-08-14","0","stubhub van halen"
"1311","2004-08-15 - 2004-08-21","0","stubhub van halen"
"1312","2004-08-22 - 2004-08-28","0","stubhub van halen"
"1313","2004-08-29 - 2004-09-04","0","stubhub van halen"
"1314","2004-09-05 - 2004-09-11","0","stubhub van halen"
"1315","2004-09-12 - 2004-09-18","0","stubhub van halen"
"1316","2004-09-19 - 2004-09-25","0","stubhub van halen"
"1317","2004-09-26 - 2004-10-02","0","stubhub van halen"
"1318","2004-10-03 - 2004-10-09","0","stubhub van halen"
"1319","2004-10-10 - 2004-10-16","0","stubhub van halen"
"1320","2004-10-17 - 2004-10-23","0","stubhub van halen"
"1321","2004-10-24 - 2004-10-30","0","stubhub van halen"
"1322","2004-10-31 - 2004-11-06","0","stubhub van halen"
"1323","2004-11-07 - 2004-11-13","0","stubhub van halen"
"1324","2004-11-14 - 2004-11-20","0","stubhub van halen"
"1325","2004-11-21 - 2004-11-27","0","stubhub van halen"
"1326","2004-11-28 - 2004-12-04","0","stubhub van halen"
"1327","2004-12-05 - 2004-12-11","0","stubhub van halen"
"1328","2004-12-12 - 2004-12-18","0","stubhub van halen"
"1329","2004-12-19 - 2004-12-25","0","stubhub van halen"
"1330","2004-12-26 - 2005-01-01","0","stubhub van halen"
"1331","2005-01-02 - 2005-01-08","0","stubhub van halen"
"1332","2005-01-09 - 2005-01-15","0","stubhub van halen"
"1333","2005-01-16 - 2005-01-22","0","stubhub van halen"
"1334","2005-01-23 - 2005-01-29","0","stubhub van halen"
"1335","2005-01-30 - 2005-02-05","0","stubhub van halen"
"1336","2005-02-06 - 2005-02-12","0","stubhub van halen"
"1337","2005-02-13 - 2005-02-19","0","stubhub van halen"
"1338","2005-02-20 - 2005-02-26","0","stubhub van halen"
"1339","2005-02-27 - 2005-03-05","0","stubhub van halen"
"1340","2005-03-06 - 2005-03-12","0","stubhub van halen"
"1341","2005-03-13 - 2005-03-19","0","stubhub van halen"
"1342","2005-03-20 - 2005-03-26","0","stubhub van halen"
"1343","2005-03-27 - 2005-04-02","0","stubhub van halen"
"1344","2005-04-03 - 2005-04-09","0","stubhub van halen"
"1345","2005-04-10 - 2005-04-16","0","stubhub van halen"
"1346","2005-04-17 - 2005-04-23","0","stubhub van halen"
"1347","2005-04-24 - 2005-04-30","0","stubhub van halen"
"1348","2005-05-01 - 2005-05-07","0","stubhub van halen"
"1349","2005-05-08 - 2005-05-14","0","stubhub van halen"
"1350","2005-05-15 - 2005-05-21","0","stubhub van halen"
"1351","2005-05-22 - 2005-05-28","0","stubhub van halen"
"1352","2005-05-29 - 2005-06-04","0","stubhub van halen"
"1353","2005-06-05 - 2005-06-11","0","stubhub van halen"
"1354","2005-06-12 - 2005-06-18","0","stubhub van halen"
"1355","2005-06-19 - 2005-06-25","0","stubhub van halen"
"1356","2005-06-26 - 2005-07-02","0","stubhub van halen"
"1357","2005-07-03 - 2005-07-09","0","stubhub van halen"
"1358","2005-07-10 - 2005-07-16","0","stubhub van halen"
"1359","2005-07-17 - 2005-07-23","0","stubhub van halen"
"1360","2005-07-24 - 2005-07-30","0","stubhub van halen"
"1361","2005-07-31 - 2005-08-06","0","stubhub van halen"
"1362","2005-08-07 - 2005-08-13","0","stubhub van halen"
"1363","2005-08-14 - 2005-08-20","0","stubhub van halen"
"1364","2005-08-21 - 2005-08-27","0","stubhub van halen"
"1365","2005-08-28 - 2005-09-03","0","stubhub van halen"
"1366","2005-09-04 - 2005-09-10","0","stubhub van halen"
"1367","2005-09-11 - 2005-09-17","0","stubhub van halen"
"1368","2005-09-18 - 2005-09-24","0","stubhub van halen"
"1369","2005-09-25 - 2005-10-01","0","stubhub van halen"
"1370","2005-10-02 - 2005-10-08","0","stubhub van halen"
"1371","2005-10-09 - 2005-10-15","0","stubhub van halen"
"1372","2005-10-16 - 2005-10-22","0","stubhub van halen"
"1373","2005-10-23 - 2005-10-29","0","stubhub van halen"
"1374","2005-10-30 - 2005-11-05","0","stubhub van halen"
"1375","2005-11-06 - 2005-11-12","0","stubhub van halen"
"1376","2005-11-13 - 2005-11-19","0","stubhub van halen"
"1377","2005-11-20 - 2005-11-26","0","stubhub van halen"
"1378","2005-11-27 - 2005-12-03","0","stubhub van halen"
"1379","2005-12-04 - 2005-12-10","0","stubhub van halen"
"1380","2005-12-11 - 2005-12-17","0","stubhub van halen"
"1381","2005-12-18 - 2005-12-24","0","stubhub van halen"
"1382","2005-12-25 - 2005-12-31","0","stubhub van halen"
"1383","2006-01-01 - 2006-01-07","0","stubhub van halen"
"1384","2006-01-08 - 2006-01-14","0","stubhub van halen"
"1385","2006-01-15 - 2006-01-21","0","stubhub van halen"
"1386","2006-01-22 - 2006-01-28","0","stubhub van halen"
"1387","2006-01-29 - 2006-02-04","0","stubhub van halen"
"1388","2006-02-05 - 2006-02-11","0","stubhub van halen"
"1389","2006-02-12 - 2006-02-18","0","stubhub van halen"
"1390","2006-02-19 - 2006-02-25","0","stubhub van halen"
"1391","2006-02-26 - 2006-03-04","0","stubhub van halen"
"1392","2006-03-05 - 2006-03-11","0","stubhub van halen"
"1393","2006-03-12 - 2006-03-18","0","stubhub van halen"
"1394","2006-03-19 - 2006-03-25","0","stubhub van halen"
"1395","2006-03-26 - 2006-04-01","0","stubhub van halen"
"1396","2006-04-02 - 2006-04-08","0","stubhub van halen"
"1397","2006-04-09 - 2006-04-15","0","stubhub van halen"
"1398","2006-04-16 - 2006-04-22","0","stubhub van halen"
"1399","2006-04-23 - 2006-04-29","0","stubhub van halen"
"1400","2006-04-30 - 2006-05-06","0","stubhub van halen"
"1401","2006-05-07 - 2006-05-13","0","stubhub van halen"
"1402","2006-05-14 - 2006-05-20","0","stubhub van halen"
"1403","2006-05-21 - 2006-05-27","0","stubhub van halen"
"1404","2006-05-28 - 2006-06-03","0","stubhub van halen"
"1405","2006-06-04 - 2006-06-10","0","stubhub van halen"
"1406","2006-06-11 - 2006-06-17","0","stubhub van halen"
"1407","2006-06-18 - 2006-06-24","0","stubhub van halen"
"1408","2006-06-25 - 2006-07-01","0","stubhub van halen"
"1409","2006-07-02 - 2006-07-08","0","stubhub van halen"
"1410","2006-07-09 - 2006-07-15","0","stubhub van halen"
"1411","2006-07-16 - 2006-07-22","0","stubhub van halen"
"1412","2006-07-23 - 2006-07-29","0","stubhub van halen"
"1413","2006-07-30 - 2006-08-05","0","stubhub van halen"
"1414","2006-08-06 - 2006-08-12","0","stubhub van halen"
"1415","2006-08-13 - 2006-08-19","0","stubhub van halen"
"1416","2006-08-20 - 2006-08-26","0","stubhub van halen"
"1417","2006-08-27 - 2006-09-02","32","stubhub van halen"
"1418","2006-09-03 - 2006-09-09","31","stubhub van halen"
"1419","2006-09-10 - 2006-09-16","30","stubhub van halen"
"1420","2006-09-17 - 2006-09-23","30","stubhub van halen"
"1421","2006-09-24 - 2006-09-30","30","stubhub van halen"
"1422","2006-10-01 - 2006-10-07","0","stubhub van halen"
"1423","2006-10-08 - 2006-10-14","0","stubhub van halen"
"1424","2006-10-15 - 2006-10-21","0","stubhub van halen"
"1425","2006-10-22 - 2006-10-28","0","stubhub van halen"
"1426","2006-10-29 - 2006-11-04","0","stubhub van halen"
"1427","2006-11-05 - 2006-11-11","0","stubhub van halen"
"1428","2006-11-12 - 2006-11-18","0","stubhub van halen"
"1429","2006-11-19 - 2006-11-25","0","stubhub van halen"
"1430","2006-11-26 - 2006-12-02","0","stubhub van halen"
"1431","2006-12-03 - 2006-12-09","0","stubhub van halen"
"1432","2006-12-10 - 2006-12-16","0","stubhub van halen"
"1433","2006-12-17 - 2006-12-23","0","stubhub van halen"
"1434","2006-12-24 - 2006-12-30","0","stubhub van halen"
"1435","2006-12-31 - 2007-01-06","0","stubhub van halen"
"1436","2007-01-07 - 2007-01-13","0","stubhub van halen"
"1437","2007-01-14 - 2007-01-20","0","stubhub van halen"
"1438","2007-01-21 - 2007-01-27","0","stubhub van halen"
"1439","2007-01-28 - 2007-02-03","24","stubhub van halen"
"1440","2007-02-04 - 2007-02-10","0","stubhub van halen"
"1441","2007-02-11 - 2007-02-17","0","stubhub van halen"
"1442","2007-02-18 - 2007-02-24","0","stubhub van halen"
"1443","2007-02-25 - 2007-03-03","0","stubhub van halen"
"1444","2007-03-04 - 2007-03-10","0","stubhub van halen"
"1445","2007-03-11 - 2007-03-17","0","stubhub van halen"
"1446","2007-03-18 - 2007-03-24","0","stubhub van halen"
"1447","2007-03-25 - 2007-03-31","0","stubhub van halen"
"1448","2007-04-01 - 2007-04-07","0","stubhub van halen"
"1449","2007-04-08 - 2007-04-14","0","stubhub van halen"
"1450","2007-04-15 - 2007-04-21","23","stubhub van halen"
"1451","2007-04-22 - 2007-04-28","0","stubhub van halen"
"1452","2007-04-29 - 2007-05-05","0","stubhub van halen"
"1453","2007-05-06 - 2007-05-12","0","stubhub van halen"
"1454","2007-05-13 - 2007-05-19","0","stubhub van halen"
"1455","2007-05-20 - 2007-05-26","0","stubhub van halen"
"1456","2007-05-27 - 2007-06-02","0","stubhub van halen"
"1457","2007-06-03 - 2007-06-09","0","stubhub van halen"
"1458","2007-06-10 - 2007-06-16","0","stubhub van halen"
"1459","2007-06-17 - 2007-06-23","0","stubhub van halen"
"1460","2007-06-24 - 2007-06-30","0","stubhub van halen"
"1461","2007-07-01 - 2007-07-07","0","stubhub van halen"
"1462","2007-07-08 - 2007-07-14","0","stubhub van halen"
"1463","2007-07-15 - 2007-07-21","0","stubhub van halen"
"1464","2007-07-22 - 2007-07-28","0","stubhub van halen"
"1465","2007-07-29 - 2007-08-04","0","stubhub van halen"
"1466","2007-08-05 - 2007-08-11","0","stubhub van halen"
"1467","2007-08-12 - 2007-08-18","32","stubhub van halen"
"1468","2007-08-19 - 2007-08-25","40","stubhub van halen"
"1469","2007-08-26 - 2007-09-01","60","stubhub van halen"
"1470","2007-09-02 - 2007-09-08","20","stubhub van halen"
"1471","2007-09-09 - 2007-09-15","38","stubhub van halen"
"1472","2007-09-16 - 2007-09-22","37","stubhub van halen"
"1473","2007-09-23 - 2007-09-29","37","stubhub van halen"
"1474","2007-09-30 - 2007-10-06","31","stubhub van halen"
"1475","2007-10-07 - 2007-10-13","46","stubhub van halen"
"1476","2007-10-14 - 2007-10-20","18","stubhub van halen"
"1477","2007-10-21 - 2007-10-27","26","stubhub van halen"
"1478","2007-10-28 - 2007-11-03","18","stubhub van halen"
"1479","2007-11-04 - 2007-11-10","17","stubhub van halen"
"1480","2007-11-11 - 2007-11-17","16","stubhub van halen"
"1481","2007-11-18 - 2007-11-24","22","stubhub van halen"
"1482","2007-11-25 - 2007-12-01","17","stubhub van halen"
"1483","2007-12-02 - 2007-12-08","38","stubhub van halen"
"1484","2007-12-09 - 2007-12-15","45","stubhub van halen"
"1485","2007-12-16 - 2007-12-22","27","stubhub van halen"
"1486","2007-12-23 - 2007-12-29","22","stubhub van halen"
"1487","2007-12-30 - 2008-01-05","27","stubhub van halen"
"1488","2008-01-06 - 2008-01-12","33","stubhub van halen"
"1489","2008-01-13 - 2008-01-19","16","stubhub van halen"
"1490","2008-01-20 - 2008-01-26","16","stubhub van halen"
"1491","2008-01-27 - 2008-02-02","32","stubhub van halen"
"1492","2008-02-03 - 2008-02-09","16","stubhub van halen"
"1493","2008-02-10 - 2008-02-16","16","stubhub van halen"
"1494","2008-02-17 - 2008-02-23","16","stubhub van halen"
"1495","2008-02-24 - 2008-03-01","15","stubhub van halen"
"1496","2008-03-02 - 2008-03-08","15","stubhub van halen"
"1497","2008-03-09 - 2008-03-15","15","stubhub van halen"
"1498","2008-03-16 - 2008-03-22","16","stubhub van halen"
"1499","2008-03-23 - 2008-03-29","15","stubhub van halen"
"1500","2008-03-30 - 2008-04-05","15","stubhub van halen"
"1501","2008-04-06 - 2008-04-12","15","stubhub van halen"
"1502","2008-04-13 - 2008-04-19","15","stubhub van halen"
"1503","2008-04-20 - 2008-04-26","15","stubhub van halen"
"1504","2008-04-27 - 2008-05-03","32","stubhub van halen"
"1505","2008-05-04 - 2008-05-10","15","stubhub van halen"
"1506","2008-05-11 - 2008-05-17","15","stubhub van halen"
"1507","2008-05-18 - 2008-05-24","15","stubhub van halen"
"1508","2008-05-25 - 2008-05-31","0","stubhub van halen"
"1509","2008-06-01 - 2008-06-07","0","stubhub van halen"
"1510","2008-06-08 - 2008-06-14","0","stubhub van halen"
"1511","2008-06-15 - 2008-06-21","0","stubhub van halen"
"1512","2008-06-22 - 2008-06-28","0","stubhub van halen"
"1513","2008-06-29 - 2008-07-05","0","stubhub van halen"
"1514","2008-07-06 - 2008-07-12","0","stubhub van halen"
"1515","2008-07-13 - 2008-07-19","15","stubhub van halen"
"1516","2008-07-20 - 2008-07-26","15","stubhub van halen"
"1517","2008-07-27 - 2008-08-02","0","stubhub van halen"
"1518","2008-08-03 - 2008-08-09","0","stubhub van halen"
"1519","2008-08-10 - 2008-08-16","0","stubhub van halen"
"1520","2008-08-17 - 2008-08-23","0","stubhub van halen"
"1521","2008-08-24 - 2008-08-30","0","stubhub van halen"
"1522","2008-08-31 - 2008-09-06","0","stubhub van halen"
"1523","2008-09-07 - 2008-09-13","0","stubhub van halen"
"1524","2008-09-14 - 2008-09-20","0","stubhub van halen"
"1525","2008-09-21 - 2008-09-27","0","stubhub van halen"
"1526","2008-09-28 - 2008-10-04","0","stubhub van halen"
"1527","2008-10-05 - 2008-10-11","0","stubhub van halen"
"1528","2008-10-12 - 2008-10-18","0","stubhub van halen"
"1529","2008-10-19 - 2008-10-25","0","stubhub van halen"
"1530","2008-10-26 - 2008-11-01","0","stubhub van halen"
"1531","2008-11-02 - 2008-11-08","0","stubhub van halen"
"1532","2008-11-09 - 2008-11-15","0","stubhub van halen"
"1533","2008-11-16 - 2008-11-22","0","stubhub van halen"
"1534","2008-11-23 - 2008-11-29","0","stubhub van halen"
"1535","2008-11-30 - 2008-12-06","0","stubhub van halen"
"1536","2008-12-07 - 2008-12-13","0","stubhub van halen"
"1537","2008-12-14 - 2008-12-20","0","stubhub van halen"
"1538","2008-12-21 - 2008-12-27","15","stubhub van halen"
"1539","2008-12-28 - 2009-01-03","0","stubhub van halen"
"1540","2009-01-04 - 2009-01-10","0","stubhub van halen"
"1541","2009-01-11 - 2009-01-17","0","stubhub van halen"
"1542","2009-01-18 - 2009-01-24","0","stubhub van halen"
"1543","2009-01-25 - 2009-01-31","0","stubhub van halen"
"1544","2009-02-01 - 2009-02-07","0","stubhub van halen"
"1545","2009-02-08 - 2009-02-14","0","stubhub van halen"
"1546","2009-02-15 - 2009-02-21","0","stubhub van halen"
"1547","2009-02-22 - 2009-02-28","0","stubhub van halen"
"1548","2009-03-01 - 2009-03-07","0","stubhub van halen"
"1549","2009-03-08 - 2009-03-14","11","stubhub van halen"
"1550","2009-03-15 - 2009-03-21","0","stubhub van halen"
"1551","2009-03-22 - 2009-03-28","0","stubhub van halen"
"1552","2009-03-29 - 2009-04-04","0","stubhub van halen"
"1553","2009-04-05 - 2009-04-11","0","stubhub van halen"
"1554","2009-04-12 - 2009-04-18","0","stubhub van halen"
"1555","2009-04-19 - 2009-04-25","11","stubhub van halen"
"1556","2009-04-26 - 2009-05-02","0","stubhub van halen"
"1557","2009-05-03 - 2009-05-09","0","stubhub van halen"
"1558","2009-05-10 - 2009-05-16","0","stubhub van halen"
"1559","2009-05-17 - 2009-05-23","0","stubhub van halen"
"1560","2009-05-24 - 2009-05-30","0","stubhub van halen"
"1561","2009-05-31 - 2009-06-06","0","stubhub van halen"
"1562","2009-06-07 - 2009-06-13","0","stubhub van halen"
"1563","2009-06-14 - 2009-06-20","0","stubhub van halen"
"1564","2009-06-21 - 2009-06-27","0","stubhub van halen"
"1565","2009-06-28 - 2009-07-04","0","stubhub van halen"
"1566","2009-07-05 - 2009-07-11","0","stubhub van halen"
"1567","2009-07-12 - 2009-07-18","0","stubhub van halen"
"1568","2009-07-19 - 2009-07-25","0","stubhub van halen"
"1569","2009-07-26 - 2009-08-01","11","stubhub van halen"
"1570","2009-08-02 - 2009-08-08","0","stubhub van halen"
"1571","2009-08-09 - 2009-08-15","0","stubhub van halen"
"1572","2009-08-16 - 2009-08-22","0","stubhub van halen"
"1573","2009-08-23 - 2009-08-29","0","stubhub van halen"
"1574","2009-08-30 - 2009-09-05","0","stubhub van halen"
"1575","2009-09-06 - 2009-09-12","0","stubhub van halen"
"1576","2009-09-13 - 2009-09-19","0","stubhub van halen"
"1577","2009-09-20 - 2009-09-26","0","stubhub van halen"
"1578","2009-09-27 - 2009-10-03","0","stubhub van halen"
"1579","2009-10-04 - 2009-10-10","0","stubhub van halen"
"1580","2009-10-11 - 2009-10-17","0","stubhub van halen"
"1581","2009-10-18 - 2009-10-24","0","stubhub van halen"
"1582","2009-10-25 - 2009-10-31","0","stubhub van halen"
"1583","2009-11-01 - 2009-11-07","0","stubhub van halen"
"1584","2009-11-08 - 2009-11-14","0","stubhub van halen"
"1585","2009-11-15 - 2009-11-21","0","stubhub van halen"
"1586","2009-11-22 - 2009-11-28","10","stubhub van halen"
"1587","2009-11-29 - 2009-12-05","0","stubhub van halen"
"1588","2009-12-06 - 2009-12-12","0","stubhub van halen"
"1589","2009-12-13 - 2009-12-19","0","stubhub van halen"
"1590","2009-12-20 - 2009-12-26","0","stubhub van halen"
"1591","2009-12-27 - 2010-01-02","0","stubhub van halen"
"1592","2010-01-03 - 2010-01-09","9","stubhub van halen"
"1593","2010-01-10 - 2010-01-16","0","stubhub van halen"
"1594","2010-01-17 - 2010-01-23","0","stubhub van halen"
"1595","2010-01-24 - 2010-01-30","0","stubhub van halen"
"1596","2010-01-31 - 2010-02-06","0","stubhub van halen"
"1597","2010-02-07 - 2010-02-13","0","stubhub van halen"
"1598","2010-02-14 - 2010-02-20","0","stubhub van halen"
"1599","2010-02-21 - 2010-02-27","0","stubhub van halen"
"1600","2010-02-28 - 2010-03-06","9","stubhub van halen"
"1601","2010-03-07 - 2010-03-13","9","stubhub van halen"
"1602","2010-03-14 - 2010-03-20","9","stubhub van halen"
"1603","2010-03-21 - 2010-03-27","9","stubhub van halen"
"1604","2010-03-28 - 2010-04-03","9","stubhub van halen"
"1605","2010-04-04 - 2010-04-10","9","stubhub van halen"
"1606","2010-04-11 - 2010-04-17","9","stubhub van halen"
"1607","2010-04-18 - 2010-04-24","9","stubhub van halen"
"1608","2010-04-25 - 2010-05-01","9","stubhub van halen"
"1609","2010-05-02 - 2010-05-08","9","stubhub van halen"
"1610","2010-05-09 - 2010-05-15","9","stubhub van halen"
"1611","2010-05-16 - 2010-05-22","9","stubhub van halen"
"1612","2010-05-23 - 2010-05-29","0","stubhub van halen"
"1613","2010-05-30 - 2010-06-05","0","stubhub van halen"
"1614","2010-06-06 - 2010-06-12","0","stubhub van halen"
"1615","2010-06-13 - 2010-06-19","0","stubhub van halen"
"1616","2010-06-20 - 2010-06-26","0","stubhub van halen"
"1617","2010-06-27 - 2010-07-03","0","stubhub van halen"
"1618","2010-07-04 - 2010-07-10","0","stubhub van halen"
"1619","2010-07-11 - 2010-07-17","0","stubhub van halen"
"1620","2010-07-18 - 2010-07-24","0","stubhub van halen"
"1621","2010-07-25 - 2010-07-31","0","stubhub van halen"
"1622","2010-08-01 - 2010-08-07","0","stubhub van halen"
"1623","2010-08-08 - 2010-08-14","0","stubhub van halen"
"1624","2010-08-15 - 2010-08-21","0","stubhub van halen"
"1625","2010-08-22 - 2010-08-28","0","stubhub van halen"
"1626","2010-08-29 - 2010-09-04","0","stubhub van halen"
"1627","2010-09-05 - 2010-09-11","0","stubhub van halen"
"1628","2010-09-12 - 2010-09-18","0","stubhub van halen"
"1629","2010-09-19 - 2010-09-25","0","stubhub van halen"
"1630","2010-09-26 - 2010-10-02","8","stubhub van halen"
"1631","2010-10-03 - 2010-10-09","7","stubhub van halen"
"1632","2010-10-10 - 2010-10-16","7","stubhub van halen"
"1633","2010-10-17 - 2010-10-23","7","stubhub van halen"
"1634","2010-10-24 - 2010-10-30","0","stubhub van halen"
"1635","2010-10-31 - 2010-11-06","0","stubhub van halen"
"1636","2010-11-07 - 2010-11-13","0","stubhub van halen"
"1637","2010-11-14 - 2010-11-20","0","stubhub van halen"
"1638","2010-11-21 - 2010-11-27","0","stubhub van halen"
"1639","2010-11-28 - 2010-12-04","0","stubhub van halen"
"1640","2010-12-05 - 2010-12-11","0","stubhub van halen"
"1641","2010-12-12 - 2010-12-18","7","stubhub van halen"
"1642","2010-12-19 - 2010-12-25","0","stubhub van halen"
"1643","2010-12-26 - 2011-01-01","0","stubhub van halen"
"1644","2011-01-02 - 2011-01-08","0","stubhub van halen"
"1645","2011-01-09 - 2011-01-15","0","stubhub van halen"
"1646","2011-01-16 - 2011-01-22","0","stubhub van halen"
"1647","2011-01-23 - 2011-01-29","7","stubhub van halen"
"1648","2011-01-30 - 2011-02-05","6","stubhub van halen"
"1649","2011-02-06 - 2011-02-12","6","stubhub van halen"
"1650","2011-02-13 - 2011-02-19","6","stubhub van halen"
"1651","2011-02-20 - 2011-02-26","6","stubhub van halen"
"1652","2011-02-27 - 2011-03-05","6","stubhub van halen"
"1653","2011-03-06 - 2011-03-12","6","stubhub van halen"
"1654","2011-03-13 - 2011-03-19","7","stubhub van halen"
"1655","2011-03-20 - 2011-03-26","6","stubhub van halen"
"1656","2011-03-27 - 2011-04-02","6","stubhub van halen"
"1657","2011-04-03 - 2011-04-09","6","stubhub van halen"
"1658","2011-04-10 - 2011-04-16","6","stubhub van halen"
"1659","2011-04-17 - 2011-04-23","6","stubhub van halen"
"1660","2011-04-24 - 2011-04-30","6","stubhub van halen"
"1661","2011-05-01 - 2011-05-07","6","stubhub van halen"
"1662","2011-05-08 - 2011-05-14","6","stubhub van halen"
"1663","2011-05-15 - 2011-05-21","6","stubhub van halen"
"1664","2011-05-22 - 2011-05-28","6","stubhub van halen"
"1665","2011-05-29 - 2011-06-04","6","stubhub van halen"
"1666","2011-06-05 - 2011-06-11","6","stubhub van halen"
"1667","2011-06-12 - 2011-06-18","6","stubhub van halen"
"1668","2011-06-19 - 2011-06-25","13","stubhub van halen"
"1669","2011-06-26 - 2011-07-02","6","stubhub van halen"
"1670","2011-07-03 - 2011-07-09","6","stubhub van halen"
"1671","2011-07-10 - 2011-07-16","6","stubhub van halen"
"1672","2011-07-17 - 2011-07-23","6","stubhub van halen"
"1673","2011-07-24 - 2011-07-30","6","stubhub van halen"
"1674","2011-07-31 - 2011-08-06","6","stubhub van halen"
"1675","2011-08-07 - 2011-08-13","6","stubhub van halen"
"1676","2011-08-14 - 2011-08-20","8","stubhub van halen"
"1677","2011-08-21 - 2011-08-27","10","stubhub van halen"
"1678","2011-08-28 - 2011-09-03","12","stubhub van halen"
"1679","2011-09-04 - 2011-09-10","6","stubhub van halen"
"1680","2011-09-11 - 2011-09-17","6","stubhub van halen"
"1681","2011-09-18 - 2011-09-24","6","stubhub van halen"
"1682","2011-09-25 - 2011-10-01","6","stubhub van halen"
"1683","2011-10-02 - 2011-10-08","6","stubhub van halen"
"1684","2011-10-09 - 2011-10-15","6","stubhub van halen"
"1685","2011-10-16 - 2011-10-22","0","stubhub van halen"
"1686","2011-10-23 - 2011-10-29","0","stubhub van halen"
"1687","2011-10-30 - 2011-11-05","0","stubhub van halen"
"1688","2011-11-06 - 2011-11-12","0","stubhub van halen"
"1689","2011-11-13 - 2011-11-19","0","stubhub van halen"
"1690","2011-11-20 - 2011-11-26","0","stubhub van halen"
"1691","2011-11-27 - 2011-12-03","5","stubhub van halen"
"1692","2011-12-04 - 2011-12-10","6","stubhub van halen"
"1693","2011-12-11 - 2011-12-17","6","stubhub van halen"
"1694","2011-12-18 - 2011-12-24","8","stubhub van halen"
"1695","2011-12-25 - 2011-12-31","10","stubhub van halen"
"1696","2012-01-01 - 2012-01-07","26","stubhub van halen"
"1697","2012-01-08 - 2012-01-14","100","stubhub van halen"
"1698","2012-01-15 - 2012-01-21","62","stubhub van halen"
"1699","2012-01-22 - 2012-01-28","66","stubhub van halen"
"1700","2012-01-29 - 2012-02-04","67","stubhub van halen"
"1701","2012-02-05 - 2012-02-11","66","stubhub van halen"
"1702","2012-02-12 - 2012-02-18","46","stubhub van halen"
"1703","2012-02-19 - 2012-02-25","49","stubhub van halen"
"1704","2012-02-26 - 2012-03-03","55","stubhub van halen"
"1705","2012-03-04 - 2012-03-10","36","stubhub van halen"
"1706","2012-03-11 - 2012-03-17","30","stubhub van halen"
"1707","2012-03-18 - 2012-03-24","20","stubhub van halen"
"1708","2012-03-25 - 2012-03-31","15","stubhub van halen"
"1709","2012-04-01 - 2012-04-07","16","stubhub van halen"
"1710","2012-04-08 - 2012-04-14","16","stubhub van halen"
"1711","2012-04-15 - 2012-04-21","12","stubhub van halen"
"1712","2012-04-22 - 2012-04-28","30","stubhub van halen"
"1713","2012-04-29 - 2012-05-05","22","stubhub van halen"
"1714","2012-05-06 - 2012-05-12","10","stubhub van halen"
"1715","2012-05-13 - 2012-05-19","27","stubhub van halen"
"1716","2012-05-20 - 2012-05-26","10","stubhub van halen"
"1717","2012-05-27 - 2012-06-02","27","stubhub van halen"
"1718","2012-06-03 - 2012-06-09","17","stubhub van halen"
"1719","2012-06-10 - 2012-06-16","13","stubhub van halen"
"1720","2012-06-17 - 2012-06-23","13","stubhub van halen"
"1721","2012-06-24 - 2012-06-30","5","stubhub van halen"
"1722","2012-07-01 - 2012-07-07","5","stubhub van halen"
"1723","2012-07-08 - 2012-07-14","5","stubhub van halen"
"1724","2012-07-15 - 2012-07-21","5","stubhub van halen"
"1725","2012-07-22 - 2012-07-28","5","stubhub van halen"
"1726","2012-07-29 - 2012-08-04","5","stubhub van halen"
"1727","2012-08-05 - 2012-08-11","5","stubhub van halen"
"1728","2012-08-12 - 2012-08-18","5","stubhub van halen"
"1729","2012-08-19 - 2012-08-25","5","stubhub van halen"
"1730","2012-08-26 - 2012-09-01","0","stubhub van halen"
"1731","2012-09-02 - 2012-09-08","0","stubhub van halen"
"1732","2012-09-09 - 2012-09-15","0","stubhub van halen"
"1733","2012-09-16 - 2012-09-22","0","stubhub van halen"
"1734","2012-09-23 - 2012-09-29","0","stubhub van halen"
"1735","2012-09-30 - 2012-10-06","5","stubhub van halen"
"1736","2012-10-07 - 2012-10-13","7","stubhub van halen"
"1737","2012-10-14 - 2012-10-20","9","stubhub van halen"
"1738","2012-10-21 - 2012-10-27","5","stubhub van halen"
"1739","2012-10-28 - 2012-11-03","4","stubhub van halen"
"1740","2012-11-04 - 2012-11-10","4","stubhub van halen"
"1741","2012-11-11 - 2012-11-17","4","stubhub van halen"
"1742","2012-11-18 - 2012-11-24","4","stubhub van halen"
"1743","2012-11-25 - 2012-12-01","4","stubhub van halen"
"1744","2012-12-02 - 2012-12-08","4","stubhub van halen"
"1745","2012-12-09 - 2012-12-15","4","stubhub van halen"
"1746","2012-12-16 - 2012-12-22","4","stubhub van halen"
"1747","2012-12-23 - 2012-12-29","5","stubhub van halen"
"1748","2012-12-30 - 2013-01-05","6","stubhub van halen"
"1749","2013-01-06 - 2013-01-12","7","stubhub van halen"
"1750","2013-01-13 - 2013-01-19","8","stubhub van halen"
"1751","2013-01-20 - 2013-01-26","4","stubhub van halen"
"1752","2013-01-27 - 2013-02-02","4","stubhub van halen"
"1753","2013-02-03 - 2013-02-09","4","stubhub van halen"
"1754","2013-02-10 - 2013-02-16","4","stubhub van halen"
"1755","2013-02-17 - 2013-02-23","4","stubhub van halen"
"1756","2013-02-24 - 2013-03-02","4","stubhub van halen"
"1757","2013-03-03 - 2013-03-09","4","stubhub van halen"
"1758","2013-03-10 - 2013-03-16","4","stubhub van halen"
